day_id,dpt_cty_cd,arrv_cty_cd,dpt_airpt_cd,arrv_airpt_cd,carr_cd,flt_nbr,cls_cd,sub_cls_cd,flt_rte_cd,flt_seg_dpt_hh,flt_seg_dpt_mm,flt_seg_arrv_dt,flt_seg_arrv_hh,flt_seg_arrv_mm,flt_seg_seq_nbr,aircrft_typ,flt_seg_dstnc,leg_qty,cls_cpc_qty,pax_qty,fc_pax_qty,grp_pax_qty,ffp_pax_qty,net_amt,y_fr_amt
2012/6/4,BDC,AEF,BEB,AFF,ED,1922,C,I,FCE-BEB-AFF,10,10,2012/6/4,12,45,23,320,1286,2,0,0,0,0,0,,1340
2012/7/1,AFB,FGF,ABG,BFF,AF,1421,Y,E,FBB-ABG-BFF,14,20,2012/7/1,15,25,23,ERJ,585,2,0,0,0,0,0,,730
2012/8/9,AEC,DEF,FAC,ECE,DF,1823,F,F,FAC-AFF-ECE,16,5,2012/8/9,19,55,13,734,1694,2,8,3,3,0,0,2792.52,1540
2012/7/11,CAG,ADB,AEA,AEF,AC,1024,Y,L,AEA-AEF,18,45,2012/7/11,21,40,12,738,1873,1,0,31,0,0,0,1393.49,1850
2012/6/16,EGF,GCC,GCD,FEC,ED,1981,Y,V,GCD-FEC,14,30,2012/6/16,15,25,12,73G,397,1,0,0,0,0,0,487.72,1070
2012/6/19,CFC,CDE,GAD,FFE,ED,1103,Y,X,GAD-FFE,14,45,2012/6/19,18,30,12,77A,2440,1,0,14,0,1,1,962.6,2410
2012/6/2,DFG,ACF,BDD,BCD,AF,1365,Y,S,BDD-FDD-BCD,8,0,2012/6/2,12,20,13,ERJ,1291,2,0,0,0,0,0,,1430
2012/9/8,DCF,EAE,GEG,ABB,AC,1626,Y,O,GEG-ABB,8,10,2012/9/8,10,0,12,738,1164,1,0,0,0,0,0,,1230
2012/10/3,GCC,EAE,FEC,ABB,ED,1787,Y,B,FEC-ABB,9,5,2012/10/3,10,10,12,733,494,1,0,0,0,0,0,215.1,700
2012/8/13,GDF,DFG,BEF,BDD,AC,1337,Y,H,BEF-DFB-BDD,9,50,2012/8/13,14,20,13,738,1915,2,0,0,0,0,0,1616.24,1880
2012/9/15,DBF,ADB,DFB,AEF,CF,1152,Y,H,DFB-AEF,17,35,2012/9/15,20,35,12,320,1625,1,0,2,0,0,2,1241.54,1700
2012/6/25,CDE,EFG,FFE,GCB,CG,1040,F,A,FFE-GCB,17,25,2012/6/25,18,40,12,738,439,1,0,0,0,0,0,,590
2012/9/5,BFA,DFG,FBF,BDD,FG,1106,Y,M,ABB-FBF-BDD,19,10,2012/9/5,21,10,23,319,1150,2,0,11,0,0,9,861.82,1210
2012/7/5,GCC,BBE,FEC,EGG,EG,1503,Y,U,FEC-EGG,10,55,2012/7/5,12,50,12,738,976,1,0,3,0,0,0,506.06,1180
2012/8/5,AFA,CFC,CED,GAD,FB,1849,Y,X,CED-EGG-GAD,10,0,2012/8/5,17,5,13,320,3517,2,0,0,0,0,0,,3050
2012/6/13,GFG,GAD,ACD,CCG,EG,1848,Y,B,ACD-CCG,21,0,2012/6/13,23,40,12,320,1845,1,0,0,0,0,0,1617.64,1830
2012/6/12,EFF,BBE,FCD,EGG,ED,1769,F,F,FCD-EGG-ACD,9,10,2012/6/12,12,45,12,321,2321,2,12,0,0,0,0,4615.35,1830
2012/7/25,BBE,EEA,EGG,DEA,ED,1021,F,F,CBG-EGG-DEA,20,50,2012/7/25,23,30,23,319,1717,2,8,0,0,0,0,3244.61,1580
2012/9/7,AGD,ADB,GDF,AEF,CF,1759,Y,Q,GDF-AEF,11,40,2012/9/7,14,40,12,320,1652,1,0,10,0,0,6,1036.91,1830
2012/10/6,DCF,DAD,GEG,DGD,AC,1396,Y,Z,CCG-GEG-DGD,10,25,2012/10/6,14,45,23,738,3217,2,0,1,0,0,0,1157.36,9378.64
2012/9/13,GFG,BFB,ACD,EEA,CG,1364,Y,G,ACD-EEA,9,50,2012/9/13,10,30,12,733,288,1,0,0,0,0,0,,760
2012/5/18,AEF,GFG,AFF,ACD,BB,1668,Y,X,ECE-AFF-ACD,22,5,2012/5/19,0,5,23,319,1110,2,0,40,0,0,6,485.05,950
2012/7/20,FCE,CDE,ABA,CCE,BE,1457,Y,R,ABA-CCE,19,5,2012/7/20,20,55,12,738,942,1,0,15,0,14,0,674.43,1080
2012/5/28,ADB,CGF,AEF,BFE,ED,1724,Y,K,AEF-CCC-BFE,18,20,2012/5/28,23,10,13,320,1923,2,0,0,0,0,0,,1890
2012/9/1,ACG,BCE,CBG,CCC,ED,1999,Y,G,CBG-FBB-CCC,8,0,2012/9/1,11,30,13,738,1328,2,0,1,0,0,1,1299.06,1800
2012/9/6,GFG,EFG,ACD,GCB,BB,1500,F,C,ACD-GCB-BDD,8,20,2012/9/6,10,50,12,737,1708,2,0,0,0,0,0,,1640
2012/8/14,AEF,ACF,AFF,BCD,ED,1904,C,D,AEF-AFF-BCD,18,55,2012/8/14,22,30,23,319,2263,2,0,0,0,0,0,,2080
2012/5/24,CAG,AFG,AEA,FBD,AF,1580,Y,B,AEA-FBD-BEF,8,55,2012/5/24,10,30,12,E90,860,2,0,0,0,0,0,,930
2012/5/7,ABF,CDE,BBB,FFE,DF,1349,F,P,BBB-FFE,9,0,2012/5/7,9,55,12,738,354,1,0,0,0,0,0,,630
2012/10/20,CFC,EBF,GAD,DBF,AF,1669,Y,B,GAD-DBF,18,45,2012/10/20,19,30,12,E90,279,1,0,0,0,0,0,877.05,1000
2012/7/4,DEF,GCC,ECE,FEC,DF,1241,Y,G,ECE-FEC,8,0,2012/7/4,10,0,12,738,1091,1,0,0,0,0,0,637.5,1190
2012/7/7,FGB,ADB,EEC,AEF,ED,1536,F,A,EEC-AEF,7,55,2012/7/7,10,10,12,738,1331,1,0,0,0,0,0,,1410
2012/10/11,GCC,CEG,FEC,EAD,CG,1652,F,P,FEC-EAD,17,30,2012/10/11,20,0,12,323,1186,1,0,0,0,0,0,1355.69,1280
2012/5/22,CEG,CBD,ABF,GGG,CG,1737,Y,U,ABF-DEA-GGG,8,10,2012/5/22,12,55,13,320,,2,0,0,0,0,0,,2200
2012/6/22,GAD,ADB,CCG,AEF,ED,1426,W,W,CCG-AEF,21,10,2012/6/22,23,20,12,320,1081,1,23,1,0,0,0,1189.36,1260
2012/7/19,BFA,AFF,FBF,ADD,CG,1109,Y,S,FBF-ADD,7,50,2012/7/19,9,20,12,EMB,882,1,0,0,0,0,0,,810
2012/7/2,ACG,BBE,CBG,EGG,ED,1977,W,W,CBG-EGG-EEC,20,15,2012/7/2,21,40,12,738,815,2,23,5,0,0,1,944.56,940
2012/5/10,FED,AEC,CDG,FAC,CG,1633,Y,W,CDG-FAC,7,50,2012/5/10,10,30,12,320,1582,1,0,0,0,0,0,626.4,1560
2012/5/17,AFA,GAD,CED,CCG,AC,1821,Y,N,CED-CCG,20,50,2012/5/17,23,30,12,738,1742,1,0,0,0,0,0,1145.94,1750
2012/6/21,DEF,CDE,ECE,FFE,CG,1127,Y,H,ECE-FFE,16,55,2012/6/21,19,20,12,321,1233,1,0,19,0,0,9,878.35,1180
2012/6/4,BDC,AEF,BEB,AFF,ED,1922,C,J,FCE-BEB-AFF,10,10,2012/6/4,12,45,23,320,1286,2,0,0,0,0,0,,1340
2012/7/1,AFB,FGF,ABG,BFF,AF,1421,Y,T,FBB-ABG-BFF,14,20,2012/7/1,15,25,23,ERJ,585,2,0,0,0,0,0,,730
2012/8/9,AEC,DEF,FAC,ECE,DF,1823,F,A,FAC-AFF-ECE,16,5,2012/8/9,19,55,13,734,1694,2,0,0,0,0,0,,1540
2012/7/11,CAG,ADB,AEA,AEF,AC,1024,Y,E,AEA-AEF,18,45,2012/7/11,21,40,12,738,1873,1,0,0,0,0,0,953.03,1850
2012/6/16,EGF,GCC,GCD,FEC,ED,1981,Y,M,GCD-FEC,14,30,2012/6/16,15,25,12,73G,397,1,0,0,0,0,0,749.33,1070
2012/6/19,CFC,CDE,GAD,FFE,ED,1103,Y,L,GAD-FFE,14,45,2012/6/19,18,30,12,77A,2440,1,0,36,0,0,20,1499.67,2410
2012/6/2,DFG,ACF,BDD,BCD,AF,1365,Y,V,BDD-FDD-BCD,8,0,2012/6/2,12,20,13,ERJ,1291,2,0,0,0,0,0,,1430
2012/9/8,DCF,EAE,GEG,ABB,AC,1626,Y,H,GEG-ABB,8,10,2012/9/8,10,0,12,738,1164,1,0,0,0,0,0,1081.84,1230
2012/10/3,GCC,EAE,FEC,ABB,ED,1787,Y,H,FEC-ABB,9,5,2012/10/3,10,10,12,733,494,1,0,0,0,0,0,554.75,700
2012/8/13,GDF,DFG,BEF,BDD,AC,1337,Y,Z,BEF-DFB-BDD,9,50,2012/8/13,14,20,13,738,1915,2,0,0,0,0,0,944.24,1880
2012/9/15,DBF,ADB,DFB,AEF,CF,1152,Y,B,DFB-AEF,17,35,2012/9/15,20,35,12,320,1625,1,0,0,0,0,0,1534.95,1700
2012/6/25,CDE,EFG,FFE,GCB,CG,1040,F,F,FFE-GCB,17,25,2012/6/25,18,40,12,738,439,1,20,18,18,0,13,1879.61,590
2012/9/5,BFA,DFG,FBF,BDD,FG,1106,Y,K,ABB-FBF-BDD,19,10,2012/9/5,21,10,23,319,1150,2,0,0,0,0,0,986.42,1210
2012/7/5,GCC,BBE,FEC,EGG,EG,1503,Y,B,FEC-EGG,10,55,2012/7/5,12,50,12,738,976,1,0,0,0,0,0,1070.82,1180
2012/8/5,AFA,CFC,CED,GAD,FB,1849,Y,V,CED-EGG-GAD,10,0,2012/8/5,17,5,13,320,3517,2,0,0,0,0,0,,3050
2012/6/13,GFG,GAD,ACD,CCG,EG,1848,Y,N,ACD-CCG,21,0,2012/6/13,23,40,12,320,1845,1,0,0,0,0,0,,1830
2012/6/12,EFF,BBE,FCD,EGG,ED,1769,F,P,FCD-EGG-ACD,9,10,2012/6/12,12,45,12,321,2321,2,0,0,0,0,0,3795.74,1830
2012/7/25,BBE,EEA,EGG,DEA,ED,1021,F,P,CBG-EGG-DEA,20,50,2012/7/25,23,30,23,319,1717,2,0,0,0,0,0,2458.76,1580
2012/9/7,AGD,ADB,GDF,AEF,CF,1759,Y,K,GDF-AEF,11,40,2012/9/7,14,40,12,320,1652,1,0,5,0,0,3,1357.61,1830
2012/10/6,DCF,DAD,GEG,DGD,AC,1396,Y,K,CCG-GEG-DGD,10,25,2012/10/6,14,45,23,738,3217,2,0,2,0,0,1,2315.13,9378.64
2012/9/13,GFG,BFB,ACD,EEA,CG,1364,Y,K,ACD-EEA,9,50,2012/9/13,10,30,12,733,288,1,0,0,0,0,0,,760
2012/5/18,AEF,GFG,AFF,ACD,BB,1668,Y,R,ECE-AFF-ACD,22,5,2012/5/19,0,5,23,319,1110,2,0,0,0,0,0,,950
2012/7/20,FCE,CDE,ABA,CCE,BE,1457,Y,K,ABA-CCE,19,5,2012/7/20,20,55,12,738,942,1,0,0,0,0,0,,1080
2012/5/28,ADB,CGF,AEF,BFE,ED,1724,Y,X,AEF-CCC-BFE,18,20,2012/5/28,23,10,13,320,1923,2,0,0,0,0,0,747.33,1890
2012/9/1,ACG,BCE,CBG,CCC,ED,1999,Y,H,CBG-FBB-CCC,8,0,2012/9/1,11,30,13,738,1328,2,0,1,0,0,0,1427.09,1800
2012/9/6,GFG,EFG,ACD,GCB,BB,1500,F,F,ACD-GCB-BDD,8,20,2012/9/6,10,50,12,737,1708,2,8,2,2,0,0,2493.73,1640
2012/8/14,AEF,ACF,AFF,BCD,ED,1904,C,J,AEF-AFF-BCD,18,55,2012/8/14,22,30,23,319,2263,2,0,0,0,0,0,,2080
2012/5/24,CAG,AFG,AEA,FBD,AF,1580,Y,L,AEA-FBD-BEF,8,55,2012/5/24,10,30,12,E90,860,2,0,3,0,0,3,688.29,930
2012/5/7,ABF,CDE,BBB,FFE,DF,1349,F,A,BBB-FFE,9,0,2012/5/7,9,55,12,738,354,1,0,0,0,0,0,650.69,630
2012/10/20,CFC,EBF,GAD,DBF,AF,1669,Y,W,GAD-DBF,18,45,2012/10/20,19,30,12,E90,279,1,0,0,0,0,0,,1000
2012/7/4,DEF,GCC,ECE,FEC,DF,1241,Y,S,ECE-FEC,8,0,2012/7/4,10,0,12,738,1091,1,0,0,0,0,0,20.06,1190
2012/7/7,FGB,ADB,EEC,AEF,ED,1536,F,F,EEC-AEF,7,55,2012/7/7,10,10,12,738,1331,1,8,8,8,0,3,2835.93,1410
2012/10/11,GCC,CEG,FEC,EAD,CG,1652,F,A,FEC-EAD,17,30,2012/10/11,20,0,12,323,1186,1,0,0,0,0,0,,1280
2012/5/22,CEG,CBD,ABF,GGG,CG,1737,Y,E,ABF-DEA-GGG,8,10,2012/5/22,12,55,13,320,,2,0,0,0,0,0,,2200
2012/5/5,BCE,CDE,CCC,FFE,DF,1598,Y,Z,CCC-FFE,8,5,2012/5/5,9,45,12,738,944,1,0,0,0,0,0,334.68,1050
2012/7/19,BFA,AFF,FBF,ADD,CG,1109,Y,V,FBF-ADD,7,50,2012/7/19,9,20,12,EMB,882,1,0,2,0,0,0,403.6,810
2012/7/26,DFG,EEA,BDD,DEA,ED,1870,W,Z,BDD-DEA,0,25,2012/7/26,1,50,12,319,864,1,0,0,0,0,0,,1150
2012/5/10,FED,AEC,CDG,FAC,CG,1633,Y,G,CDG-FAC,7,50,2012/5/10,10,30,12,320,1582,1,0,0,0,0,0,,1560
2012/5/17,AFA,GAD,CED,CCG,AC,1821,Y,B,CED-CCG,20,50,2012/5/17,23,30,12,738,1742,1,0,0,0,0,0,1604.77,1750
2012/6/21,DEF,CDE,ECE,FFE,CG,1127,Y,S,ECE-FFE,16,55,2012/6/21,19,20,12,321,1233,1,0,0,0,0,0,625.2,1180
2012/6/4,BDC,AEF,BEB,AFF,ED,1922,C,D,FCE-BEB-AFF,10,10,2012/6/4,12,45,23,320,1286,2,0,0,0,0,0,,1340
2012/7/1,AFB,FGF,ABG,BFF,AF,1421,Y,Q,FBB-ABG-BFF,14,20,2012/7/1,15,25,23,ERJ,585,2,0,10,0,0,0,446.13,730
2012/8/9,AEC,DEF,FAC,ECE,DF,1823,F,P,FAC-AFF-ECE,16,5,2012/8/9,19,55,13,734,1694,2,0,0,0,0,0,,1540
2012/7/11,CAG,ADB,AEA,AEF,AC,1024,Y,B,AEA-AEF,18,45,2012/7/11,21,40,12,738,1873,1,0,0,0,0,0,1746.32,1850
2012/6/16,EGF,GCC,GCD,FEC,ED,1981,Y,T,GCD-FEC,14,30,2012/6/16,15,25,12,73G,397,1,0,0,0,0,0,964.35,1070
2012/6/19,CFC,CDE,GAD,FFE,ED,1103,Y,S,GAD-FFE,14,45,2012/6/19,18,30,12,77A,2440,1,0,0,0,0,0,1533.63,2410
2012/6/2,DFG,ACF,BDD,BCD,AF,1365,Y,L,BDD-FDD-BCD,8,0,2012/6/2,12,20,13,ERJ,1291,2,0,0,0,0,0,,1430
2012/9/8,DCF,EAE,GEG,ABB,AC,1626,Y,Z,GEG-ABB,8,10,2012/9/8,10,0,12,738,1164,1,0,0,0,0,0,,1230
2012/10/3,GCC,EAE,FEC,ABB,ED,1787,Y,X,FEC-ABB,9,5,2012/10/3,10,10,12,733,494,1,0,0,0,0,0,284.88,700
2012/8/13,GDF,DFG,BEF,BDD,AC,1337,Y,M,BEF-DFB-BDD,9,50,2012/8/13,14,20,13,738,1915,2,0,13,0,13,0,1291.49,1880
2012/9/15,DBF,ADB,DFB,AEF,CF,1152,Y,K,DFB-AEF,17,35,2012/9/15,20,35,12,320,1625,1,0,0,0,0,0,1220.39,1700
2012/6/25,CDE,EFG,FFE,GCB,CG,1040,F,P,FFE-GCB,17,25,2012/6/25,18,40,12,738,439,1,0,0,0,0,0,613.74,590
2012/9/5,BFA,DFG,FBF,BDD,FG,1106,Y,D,ABB-FBF-BDD,19,10,2012/9/5,21,10,23,319,1150,2,0,0,0,0,0,,1210
2012/7/5,GCC,BBE,FEC,EGG,EG,1503,Y,Q,FEC-EGG,10,55,2012/7/5,12,50,12,738,976,1,0,22,0,9,4,716.03,1180
2012/8/5,AFA,CFC,CED,GAD,FB,1849,Y,U,CED-EGG-GAD,10,0,2012/8/5,17,5,13,320,3517,2,0,0,0,0,0,1913.75,3050
2012/6/13,GFG,GAD,ACD,CCG,EG,1848,Y,Q,ACD-CCG,21,0,2012/6/13,23,40,12,320,1845,1,0,14,0,0,0,1052.1,1830
2012/5/3,GFG,DFB,ACD,DAG,CG,1017,F,F,ACD-DAG,19,30,2012/5/3,20,20,12,737,440,1,8,0,0,0,0,2144.25,1000
2012/8/29,BBE,BFA,EGG,FBF,ED,1337,C,I,EGG-FBF-CCG,7,55,2012/8/29,9,20,12,320,746,2,0,0,0,0,0,,790
2012/9/7,AGD,ADB,GDF,AEF,CF,1759,Y,E,GDF-AEF,11,40,2012/9/7,14,40,12,320,1652,1,0,0,0,0,0,,1830
2012/10/6,DCF,DAD,GEG,DGD,AC,1396,Y,M,CCG-GEG-DGD,10,25,2012/10/6,14,45,23,738,3217,2,0,11,0,0,0,1607.42,9378.64
2012/9/13,GFG,BFB,ACD,EEA,CG,1364,Y,W,ACD-EEA,9,50,2012/9/13,10,30,12,733,288,1,0,0,0,0,0,93.79,760
2012/5/18,AEF,GFG,AFF,ACD,BB,1668,Y,V,ECE-AFF-ACD,22,5,2012/5/19,0,5,23,319,1110,2,0,13,0,0,1,520.49,950
2012/7/20,FCE,CDE,ABA,CCE,BE,1457,Y,L,ABA-CCE,19,5,2012/7/20,20,55,12,738,942,1,0,0,0,0,0,805.76,1080
2012/5/28,ADB,CGF,AEF,BFE,ED,1724,Y,G,AEF-CCC-BFE,18,20,2012/5/28,23,10,13,320,1923,2,0,4,0,0,0,1319.16,1890
2012/9/1,ACG,BCE,CBG,CCC,ED,1999,Y,U,CBG-FBB-CCC,8,0,2012/9/1,11,30,13,738,1328,2,0,0,0,0,0,,1800
2012/9/6,GFG,EFG,ACD,GCB,BB,1500,F,D,ACD-GCB-BDD,8,20,2012/9/6,10,50,12,737,1708,2,0,0,0,0,0,,1640
2012/8/14,AEF,ACF,AFF,BCD,ED,1904,C,I,AEF-AFF-BCD,18,55,2012/8/14,22,30,23,319,2263,2,0,0,0,0,0,,2080
2012/5/24,CAG,AFG,AEA,FBD,AF,1580,Y,E,AEA-FBD-BEF,8,55,2012/5/24,10,30,12,E90,860,2,0,0,0,0,0,,930
2012/7/18,FED,BAA,CDG,AAC,CG,1031,Y,Y,CDG-AAC,8,10,2012/7/18,10,30,12,320,1218,1,149,3,0,0,0,2073.99,1985.37
2012/10/20,CFC,EBF,GAD,DBF,AF,1669,Y,O,GAD-DBF,18,45,2012/10/20,19,30,12,E90,279,1,0,0,0,0,0,,1000
2012/7/4,DEF,GCC,ECE,FEC,DF,1241,Y,Y,ECE-FEC,8,0,2012/7/4,10,0,12,738,1091,1,155,8,0,0,0,1200.78,1190
2012/7/7,CAA,AEC,DEE,FAC,ED,1528,C,I,DEE-CCC-FAC,16,10,2012/7/7,21,10,13,319,2567,2,0,0,0,0,0,,2300
2012/5/11,BBE,AEF,EGG,AFF,ED,1089,C,D,EGG-AFF,19,5,2012/5/11,20,15,12,320,672,1,0,0,0,0,0,,740
2012/5/22,CEG,CBD,ABF,GGG,CG,1737,Y,R,ABF-DEA-GGG,8,10,2012/5/22,12,55,13,320,,2,0,7,0,0,3,1323.24,2200
2012/5/5,BCE,CDE,CCC,FFE,DF,1598,Y,U,CCC-FFE,8,5,2012/5/5,9,45,12,738,944,1,0,1,0,0,0,456.79,1050
2012/7/19,BFA,AFF,FBF,ADD,CG,1109,Y,T,FBF-ADD,7,50,2012/7/19,9,20,12,EMB,882,1,0,0,0,0,0,,810
2012/7/26,DFG,EEA,BDD,DEA,ED,1870,W,W,BDD-DEA,0,25,2012/7/26,1,50,12,319,864,1,23,8,0,0,1,1201.54,1150
2012/5/10,FED,AEC,CDG,FAC,CG,1633,Y,I,CDG-FAC,7,50,2012/5/10,10,30,12,320,1582,1,0,0,0,0,0,,1560
2012/5/17,AFA,GAD,CED,CCG,AC,1821,Y,K,CED-CCG,20,50,2012/5/17,23,30,12,738,1742,1,0,0,0,0,0,1429.66,1750
2012/6/21,DEF,CDE,ECE,FFE,CG,1127,Y,K,ECE-FFE,16,55,2012/6/21,19,20,12,321,1233,1,0,0,0,0,0,818.26,1180
2012/6/4,BDC,AEF,BEB,AFF,ED,1922,C,C,FCE-BEB-AFF,10,10,2012/6/4,12,45,23,320,1286,2,0,0,0,0,0,,1340
2012/7/1,AFB,FGF,ABG,BFF,AF,1421,Y,W,FBB-ABG-BFF,14,20,2012/7/1,15,25,23,ERJ,585,2,0,0,0,0,0,,730
2012/10/1,EAE,ADB,ABB,AEF,ED,1036,Y,H,ABB-AEF,8,50,2012/10/1,9,55,12,320,469,1,0,34,0,0,8,560.29,690
2012/7/11,CAG,ADB,AEA,AEF,AC,1024,Y,M,AEA-AEF,18,45,2012/7/11,21,40,12,738,1873,1,0,27,0,0,0,1298.75,1850
2012/6/16,EGF,GCC,GCD,FEC,ED,1981,Y,Y,GCD-FEC,14,30,2012/6/16,15,25,12,73G,397,1,88,20,0,0,9,939.99,1070
2012/6/19,CFC,CDE,GAD,FFE,ED,1103,Y,Y,GAD-FFE,14,45,2012/6/19,18,30,12,77A,2440,1,316,29,0,0,19,2161.88,2410
2012/6/2,DFG,ACF,BDD,BCD,AF,1365,Y,X,BDD-FDD-BCD,8,0,2012/6/2,12,20,13,ERJ,1291,2,0,0,0,0,0,730.75,1430
2012/9/8,DCF,EAE,GEG,ABB,AC,1626,Y,W,GEG-ABB,8,10,2012/9/8,10,0,12,738,1164,1,0,8,0,0,1,562.07,1230
2012/10/3,GCC,EAE,FEC,ABB,ED,1787,Y,N,FEC-ABB,9,5,2012/10/3,10,10,12,733,494,1,0,0,0,0,0,241.73,700
2012/8/13,GDF,DFG,BEF,BDD,AC,1337,Y,E,BEF-DFB-BDD,9,50,2012/8/13,14,20,13,738,1915,2,0,0,0,0,0,,1880
2012/9/15,DBF,ADB,DFB,AEF,CF,1152,Y,U,DFB-AEF,17,35,2012/9/15,20,35,12,320,1625,1,0,7,0,0,2,729.09,1700
2012/6/25,GCC,ACF,FEC,BCD,ED,1725,Y,Y,FEC-BCD,8,15,2012/6/25,12,20,12,320,2744,1,120,4,0,0,1,2520.34,2540
2012/9/5,BFA,DFG,FBF,BDD,FG,1106,Y,N,ABB-FBF-BDD,19,10,2012/9/5,21,10,23,319,1150,2,0,0,0,0,0,,1210
2012/7/5,GCC,BBE,FEC,EGG,EG,1503,Y,G,FEC-EGG,10,55,2012/7/5,12,50,12,738,976,1,0,43,0,0,5,582,1180
2012/8/5,AFA,CFC,CED,GAD,FB,1849,Y,Q,CED-EGG-GAD,10,0,2012/8/5,17,5,13,320,3517,2,0,0,0,0,0,1763.65,3050
2012/6/13,GFG,GAD,ACD,CCG,EG,1848,Y,E,ACD-CCG,21,0,2012/6/13,23,40,12,320,1845,1,0,0,0,0,0,,1830
2012/5/3,GFG,DFB,ACD,DAG,CG,1017,F,A,ACD-DAG,19,30,2012/5/3,20,20,12,737,440,1,0,0,0,0,0,,1000
2012/8/29,BBE,BFA,EGG,FBF,ED,1337,C,C,EGG-FBF-CCG,7,55,2012/8/29,9,20,12,320,746,2,0,0,0,0,0,,790
2012/9/7,AGD,ADB,GDF,AEF,CF,1759,Y,G,GDF-AEF,11,40,2012/9/7,14,40,12,320,1652,1,0,22,0,1,6,855.08,1830
2012/10/6,DCF,DAD,GEG,DGD,AC,1396,Y,U,CCG-GEG-DGD,10,25,2012/10/6,14,45,23,738,3217,2,0,8,0,0,0,1184.72,9378.64
2012/9/13,GFG,BFB,ACD,EEA,CG,1364,Y,L,ACD-EEA,9,50,2012/9/13,10,30,12,733,288,1,0,0,0,0,0,,760
2012/5/18,AEF,GFG,AFF,ACD,BB,1668,Y,T,ECE-AFF-ACD,22,5,2012/5/19,0,5,23,319,1110,2,0,0,0,0,0,290.31,950
2012/7/20,FCE,CDE,ABA,CCE,BE,1457,Y,N,ABA-CCE,19,5,2012/7/20,20,55,12,738,942,1,0,0,0,0,0,729.28,1080
2012/5/28,ADB,CGF,AEF,BFE,ED,1724,Y,O,AEF-CCC-BFE,18,20,2012/5/28,23,10,13,320,1923,2,0,0,0,0,0,,1890
2012/9/1,ACG,BCE,CBG,CCC,ED,1999,Y,N,CBG-FBB-CCC,8,0,2012/9/1,11,30,13,738,1328,2,0,0,0,0,0,,1800
2012/9/6,GFG,EFG,ACD,GCB,BB,1500,F,P,ACD-GCB-BDD,8,20,2012/9/6,10,50,12,737,1708,2,0,0,0,0,0,,1640
2012/8/14,DFG,EAC,BDD,ADG,AF,1701,Y,O,BDD-ADG,14,35,2012/8/14,15,35,12,ERJ,491,1,0,1,0,0,0,,1000
2012/5/24,CAG,AFG,AEA,FBD,AF,1580,Y,W,AEA-FBD-BEF,8,55,2012/5/24,10,30,12,E90,860,2,0,0,0,0,0,,930
2012/7/18,FED,BAA,CDG,AAC,CG,1031,Y,I,CDG-AAC,8,10,2012/7/18,10,30,12,320,1218,1,0,0,0,0,0,,1985.37
2012/10/20,CFC,EBF,GAD,DBF,AF,1669,Y,U,GAD-DBF,18,45,2012/10/20,19,30,12,E90,279,1,0,1,0,0,0,427.54,1000
2012/7/4,DEF,GCC,ECE,FEC,DF,1241,Y,V,ECE-FEC,8,0,2012/7/4,10,0,12,738,1091,1,0,0,0,0,0,,1190
2012/7/7,CAA,AEC,DEE,FAC,ED,1528,C,C,DEE-CCC-FAC,16,10,2012/7/7,21,10,13,319,2567,2,0,0,0,0,0,,2300
2012/5/11,BBE,AEF,EGG,AFF,ED,1089,C,J,EGG-AFF,19,5,2012/5/11,20,15,12,320,672,1,0,0,0,0,0,,740
2012/5/22,CEG,CBD,ABF,GGG,CG,1737,Y,H,ABF-DEA-GGG,8,10,2012/5/22,12,55,13,320,,2,0,0,0,0,0,1841.25,2200
2012/5/5,BCE,CDE,CCC,FFE,DF,1598,Y,L,CCC-FFE,8,5,2012/5/5,9,45,12,738,944,1,0,1,0,0,1,807.17,1050
2012/7/19,BFA,AFF,FBF,ADD,CG,1109,Y,Y,FBF-ADD,7,50,2012/7/19,9,20,12,EMB,882,1,49,3,0,0,0,831.53,810
2012/7/26,BAE,CDE,BBD,FFE,ED,1617,Y,H,BBD-FFE,12,5,2012/7/26,15,0,12,738,2042,1,0,25,0,0,9,1497.44,1940
2012/5/10,FED,AEC,CDG,FAC,CG,1633,Y,N,CDG-FAC,7,50,2012/5/10,10,30,12,320,1582,1,0,0,0,0,0,900.99,1560
2012/5/17,AFA,GAD,CED,CCG,AC,1821,Y,E,CED-CCG,20,50,2012/5/17,23,30,12,738,1742,1,0,0,0,0,0,,1750
2012/6/21,DEF,CDE,ECE,FFE,CG,1127,Y,U,ECE-FFE,16,55,2012/6/21,19,20,12,321,1233,1,0,0,0,0,0,502.87,1180
2012/10/19,ADE,BCE,CFB,CCC,CG,1143,Y,W,CFB-CCC,7,35,2012/10/19,8,50,12,320,677,1,0,55,0,0,10,143.41,650
2012/7/1,AFB,FGF,ABG,BFF,AF,1421,Y,R,FBB-ABG-BFF,14,20,2012/7/1,15,25,23,ERJ,585,2,0,0,0,0,0,,730
2012/10/1,EAE,ADB,ABB,AEF,ED,1036,Y,B,ABB-AEF,8,50,2012/10/1,9,55,12,320,469,1,0,0,0,0,0,,690
2012/7/11,CAG,ADB,AEA,AEF,AC,1024,Y,S,AEA-AEF,18,45,2012/7/11,21,40,12,738,1873,1,0,0,0,0,0,1237.13,1850
2012/6/16,EGF,GCC,GCD,FEC,ED,1981,Y,Q,GCD-FEC,14,30,2012/6/16,15,25,12,73G,397,1,0,0,0,0,0,596.83,1070
